map
	ez_stream
	5.61664,-0.37559,-22.85617,99.16858,347.60000,54.30000,0.00000,18.21087,19.48498,12.11302,0,0,1,0,0,0,
	5.62115,-0.37559,-22.85617,99.16858,347.70000,54.79999,0.00000,18.21087,19.48498,12.11302,0,0,1,0,0,0,
	5.62459,-0.37559,-22.85617,99.16858,347.75000,55.14999,0.00000,18.21087,19.48498,12.11302,0,0,1,0,0,0,
	5.63207,-0.37559,-22.85617,99.16858,347.85000,56.19999,0.00000,18.21087,19.48498,12.11302,0,0,1,0,0,0,
	5.64543,0.00348,-22.47287,99.38865,348.00000,57.79998,0.00000,18.95358,19.16498,11.00357,0,0,1,0,0,0,
	5.65739,0.38907,-22.09597,99.59837,348.20000,59.39998,0.00000,19.27929,18.84498,10.48636,0,0,1,0,0,0,
	5.66694,0.38907,-22.09597,99.59837,348.30000,60.59998,0.00000,19.27929,18.84498,10.48636,0,0,1,0,0,0,
	5.67181,0.38907,-22.09597,99.59837,348.35000,61.14999,0.00000,19.27929,18.84498,10.48636,0,0,1,0,0,0,
	5.67555,0.78703,-21.72547,99.78564,348.40010,61.49999,0.00000,19.89799,18.52498,9.36326,0,0,1,0,0,0,
	5.68165,0.78703,-21.72547,99.78564,348.45000,62.29999,0.00000,19.89799,18.52498,9.36326,0,0,1,0,0,0,
	5.68836,0.78703,-21.72547,99.78564,348.50000,62.99998,0.00000,19.89799,18.52498,9.36326,0,0,1,0,0,0,
	5.69504,1.19143,-21.36137,99.96027,348.60000,63.79998,0.00000,20.21997,18.20498,8.73134,0,0,1,0,0,0,
	5.69927,1.19143,-21.36137,99.96027,348.65010,64.24998,0.00000,20.21997,18.20498,8.73134,0,0,1,0,0,0,
	5.70883,1.19143,-21.36137,99.96027,348.75000,65.39999,0.00000,20.21997,18.20498,8.73134,0,0,1,0,0,0,
	5.71415,1.60350,-21.00367,100.11810,348.80000,65.89998,0.00000,20.60364,17.88498,7.89334,0,0,1,0,0,0,
	5.72160,1.60350,-21.00367,100.11810,348.85000,66.74998,0.00000,20.60364,17.88498,7.89334,0,0,1,0,0,0,
	5.72571,1.60350,-21.00367,100.11810,348.90010,67.24998,0.00000,20.60364,17.88498,7.89334,0,0,1,0,0,0,
	5.72988,1.60350,-21.00367,100.11810,348.95000,67.54999,0.00000,20.60364,17.88498,7.89334,0,0,1,0,0,0,
	5.73727,2.02189,-20.65237,100.26070,349.05000,68.49998,0.00000,20.91948,17.56498,7.12895,0,0,1,0,0,0,
	5.74367,2.02189,-20.65237,100.26070,349.10000,69.09998,0.00000,20.91948,17.56498,7.12895,0,0,1,0,0,0,
	5.74909,2.02189,-20.65237,100.26070,349.15010,69.59999,0.00000,20.91948,17.56498,7.12895,0,0,1,0,0,0,
	5.75687,2.44579,-20.30747,100.38850,349.25010,70.44998,0.00000,21.19481,17.24498,6.38860,0,0,1,0,0,0,
	5.76308,2.44579,-20.30747,100.38850,349.30000,70.99998,0.00000,21.19481,17.24498,6.38860,0,0,1,0,0,0,
	5.77195,2.44579,-20.30747,100.38850,349.40010,71.79999,0.00000,21.19481,17.24498,6.38860,0,0,1,0,0,0,
	5.77917,2.87499,-19.96897,100.50010,349.50010,72.49998,0.00000,21.46002,16.92498,5.58197,0,0,1,0,0,0,
	5.78580,2.87499,-19.96897,100.50010,349.55000,72.94998,0.00000,21.46002,16.92498,5.58197,0,0,1,0,0,0,
	5.78897,2.87499,-19.96897,100.50010,349.60000,73.19998,0.00000,21.46002,16.92498,5.58197,0,0,1,0,0,0,
	5.79319,3.30731,-19.63687,100.60140,349.70000,73.64997,0.00000,21.61642,16.60498,5.06397,0,0,1,0,0,0,
	5.80197,3.30731,-19.63687,100.60140,349.80000,74.24998,0.00000,21.61642,16.60498,5.06397,0,0,1,0,0,0,
	5.80671,3.30731,-19.63687,100.60140,349.85000,74.59997,0.00000,21.61642,16.60498,5.06397,0,0,1,0,0,0,
	5.81284,3.74252,-19.31117,100.69220,349.95000,75.09998,0.00000,21.76028,16.28498,4.54166,0,0,1,0,0,0,
	5.81984,3.74252,-19.31117,100.69220,350.00010,75.59998,0.00000,21.76028,16.28498,4.54166,0,0,1,0,0,0,
	5.82486,3.74252,-19.31117,100.69220,350.10000,75.99998,0.00000,21.76028,16.28498,4.54166,0,0,1,0,0,0,
	5.83217,3.74252,-19.31117,100.69220,350.20000,76.54998,0.00000,21.76028,16.28498,4.54166,0,0,1,0,0,0,
	5.83750,4.18124,-18.99187,100.76840,350.30000,76.94998,0.00000,21.93606,15.96498,3.80667,0,0,1,0,0,0,
	5.84314,4.18124,-18.99187,100.76840,350.35000,77.29998,0.00000,21.93606,15.96498,3.80667,0,0,1,0,0,0,
	5.84794,4.18124,-18.99187,100.76840,350.45000,77.69998,0.00000,21.93606,15.96498,3.80667,0,0,1,0,0,0,
	5.85411,4.62186,-18.67897,100.83580,350.55000,78.14998,0.00000,22.03112,15.64499,3.37068,0,0,1,0,0,0,
	5.85872,4.62186,-18.67897,100.83580,350.65010,78.49998,0.00000,22.03112,15.64499,3.37068,0,0,1,0,0,0,
	5.86513,4.62186,-18.67897,100.83580,350.75010,78.94997,0.00000,22.03112,15.64499,3.37068,0,0,1,0,0,0,
	5.87279,5.06435,-18.37247,100.89370,350.90010,79.44998,0.00000,22.12419,15.32499,2.89411,0,0,1,0,0,0,
	5.87794,5.06435,-18.37247,100.89370,350.95000,79.79997,0.00000,22.12419,15.32499,2.89411,0,0,1,0,0,0,
	5.88280,5.06435,-18.37247,100.89370,351.05000,80.19997,0.00000,22.12419,15.32499,2.89411,0,0,1,0,0,0,
	5.89160,5.06435,-18.37247,100.89370,351.20000,80.64997,0.00000,22.12419,15.32499,2.89411,0,0,1,0,0,0,
	5.89701,5.50898,-18.07237,100.93850,351.30000,81.19998,0.00000,22.23162,15.00499,2.24165,0,0,1,0,0,0,
	5.90311,5.50898,-18.07237,100.93850,351.45000,81.69997,0.00000,22.23162,15.00499,2.24165,0,0,1,0,0,0,
	5.90893,5.50898,-18.07237,100.93850,351.55000,82.14997,0.00000,22.23162,15.00499,2.24165,0,0,1,0,0,0,
	5.91374,5.95521,-17.77867,100.97180,351.65010,82.54997,0.00000,22.31141,14.68499,1.66289,0,0,1,0,0,0,
	5.92571,5.95521,-17.77867,100.97180,351.90010,83.64997,0.00000,22.31141,14.68499,1.66289,0,0,1,0,0,0,
	5.92968,5.95521,-17.77867,100.97180,352.00010,83.94997,0.00000,22.31141,14.68499,1.66289,0,0,1,0,0,0,
	5.93432,6.40292,-17.49137,100.99110,352.05000,84.29998,0.00000,22.38541,14.36499,0.96472,0,0,1,0,0,0,
	5.93918,6.40292,-17.49137,100.99110,352.20000,84.79997,0.00000,22.38541,14.36499,0.96472,0,0,1,0,0,0,
	5.94381,6.40292,-17.49137,100.99110,352.35010,85.24997,0.00000,22.38541,14.36499,0.96472,0,0,1,0,0,0,
	5.94755,6.40292,-17.49137,100.99110,352.45000,85.59998,0.00000,22.38541,14.36499,0.96472,0,0,1,0,0,0,
	5.95696,6.85161,-17.21047,100.99750,352.65010,86.39997,0.00000,22.43486,14.04499,0.32214,0,0,1,0,0,0,
	5.96371,6.85161,-17.21047,100.99750,352.85010,86.99997,0.00000,22.43486,14.04499,0.32214,0,0,1,0,0,0,
	5.97459,7.30088,-16.93597,100.99300,353.15010,87.89997,0.00000,22.46351,13.72499,-0.22465,0,0,1,0,0,0,
	5.97875,7.30088,-16.93597,100.99300,353.25010,88.19997,0.00000,22.46351,13.72499,-0.22465,0,0,1,0,0,0,
	5.98891,7.30088,-16.93597,100.99300,353.50010,88.94997,0.00000,22.46351,13.72499,-0.22465,0,0,1,0,0,0,
	5.99365,7.75043,-16.66788,100.97320,353.65010,89.34998,0.00000,22.47751,13.40499,-0.98826,0,0,1,0,0,0,
	5.99972,7.75043,-16.66788,100.97320,353.80000,89.74997,0.00000,22.47751,13.40499,-0.98826,0,0,1,0,0,0,
	6.00428,7.75043,-16.66788,100.97320,353.95000,90.09998,0.00000,22.47751,13.40499,-0.98826,0,0,1,0,0,0,
	6.00913,7.75043,-16.66788,100.97320,354.05000,90.39997,0.00000,22.47751,13.40499,-0.98826,0,0,1,0,0,0,
	6.01636,8.19990,-16.40618,100.94210,354.25010,90.84998,0.00000,22.47354,13.08499,-1.55692,0,0,1,0,0,0,
	6.02093,8.19990,-16.40618,100.94210,354.40010,91.19998,0.00000,22.47354,13.08499,-1.55692,0,0,1,0,0,0,
	6.02655,8.19990,-16.40618,100.94210,354.60010,91.64998,0.00000,22.47354,13.08499,-1.55692,0,0,1,0,0,0,
	6.03999,8.64909,-16.15088,100.90110,354.95000,92.29997,0.00000,22.45941,12.76499,-2.04754,0,0,0,0,0,0,
	6.04636,8.64909,-16.15088,100.90110,355.15010,92.64997,0.00000,22.45941,12.76499,-2.04754,0,0,0,0,0,0,
	6.05083,8.64909,-16.15088,100.90110,355.30000,92.84997,0.00000,22.45941,12.76499,-2.04754,0,0,0,0,0,0,
	6.05632,9.09828,-15.90198,100.86020,355.40010,92.99998,0.00000,22.45941,12.44499,-2.04754,0,0,0,0,0,0,
	6.06036,9.09828,-15.90198,100.86020,355.50010,93.09997,0.00000,22.45941,12.44499,-2.04754,0,0,0,0,0,0,
	6.06622,9.09828,-15.90198,100.86020,355.65010,93.19997,0.00000,22.45941,12.44499,-2.04754,0,0,0,1,0,0,
	6.07282,9.54991,-15.65948,100.86300,355.80000,93.29996,0.00000,22.58169,12.12499,0.13969,0,0,0,1,0,0,
	6.07779,9.54991,-15.65948,100.86300,355.90010,93.29996,0.00000,22.58169,12.12499,0.13969,0,0,0,1,0,0,
	6.08164,9.54991,-15.65948,100.86300,356.00010,93.29997,0.00000,22.58169,12.12499,0.13969,0,0,0,1,0,0,
	6.08662,9.54991,-15.65948,100.86300,356.10010,93.29997,0.00000,22.58169,12.12499,0.13969,0,0,0,1,0,0,
	6.09186,9.54991,-15.65948,100.86300,356.20000,93.24995,0.00000,22.58169,12.12499,0.13969,0,0,0,1,0,0,
	6.09671,10.00155,-15.42338,100.86580,356.30000,93.14996,0.00000,22.58169,11.80499,0.13969,0,0,0,1,0,0,
	6.10363,10.00155,-15.42338,100.86580,356.45000,92.99996,0.00000,22.58169,11.80499,0.13969,0,0,0,1,0,0,
	6.10790,10.00155,-15.42338,100.86580,356.55000,92.89996,0.00000,22.58169,11.80499,0.13969,0,0,0,1,0,0,
	6.11230,10.00155,-15.42338,100.86580,356.65010,92.74996,0.00000,22.58169,11.80499,0.13969,0,0,0,1,0,0,
	6.11691,10.45335,-15.19368,100.87210,356.80000,92.54996,0.00000,22.59019,11.48499,0.31655,0,0,0,1,0,0,
	6.12899,10.45335,-15.19368,100.87210,357.05000,92.04996,0.00000,22.59019,11.48499,0.31655,0,0,0,1,0,0,
	6.13672,10.90535,-14.97038,100.88400,357.30000,91.59997,0.00000,22.60004,11.16499,0.59195,0,0,0,1,0,0,
	6.14380,10.90535,-14.97038,100.88400,357.45000,91.19996,0.00000,22.60004,11.16499,0.59195,0,0,0,1,0,0,
	6.14812,10.90535,-14.97038,100.88400,357.55000,90.94997,0.00000,22.60004,11.16499,0.59195,0,0,0,1,0,0,
	6.15366,11.35750,-14.75348,100.90450,357.70000,90.49997,0.00000,22.60723,10.84499,1.02533,0,0,0,1,0,0,
	6.15795,11.35750,-14.75348,100.90450,357.80000,90.24997,0.00000,22.60723,10.84499,1.02533,0,0,0,1,0,0,
	6.16153,11.35750,-14.75348,100.90450,357.90010,89.94997,0.00000,22.60723,10.84499,1.02533,0,0,0,1,0,0,
	6.16510,11.35750,-14.75348,100.90450,357.95000,89.69997,0.00000,22.60723,10.84499,1.02533,0,0,0,1,0,0,
	6.17286,11.80959,-14.54298,100.93480,358.15010,88.99998,0.00000,22.60465,10.52499,1.51839,0,0,0,1,0,0,
	6.17695,11.80959,-14.54298,100.93480,358.25010,88.64996,0.00000,22.60465,10.52499,1.51839,0,0,0,1,0,0,
	6.18128,11.80959,-14.54298,100.93480,358.35000,88.19997,0.00000,22.60465,10.52499,1.51839,0,0,0,1,0,0,
	6.18956,11.80959,-14.54298,100.93480,358.55000,87.34998,0.00000,22.60465,10.52499,1.51839,0,0,0,1,0,0,
	6.19321,12.26083,-14.33888,100.98370,358.60010,87.04998,0.00000,22.56173,10.20499,2.44576,0,0,0,1,0,0,
	6.19870,12.26083,-14.33888,100.98370,358.75010,86.44997,0.00000,22.56173,10.20499,2.44576,0,0,0,1,0,0,
	6.20482,12.26083,-14.33888,100.98370,358.85010,85.79997,0.00000,22.56173,10.20499,2.44576,0,0,0,1,0,0,
	6.20864,12.26083,-14.33888,100.98370,358.90010,85.19997,0.00000,22.56173,10.20499,2.44576,0,0,0,1,0,0,
	6.21226,12.26083,-14.33888,100.98370,359.00010,84.84998,0.00000,22.56173,10.20499,2.44576,0,0,0,1,0,0,
	6.22185,12.71028,-14.14118,101.05240,359.15010,83.59998,0.00000,22.47292,9.88499,3.43111,0,0,0,1,0,0,
	6.22585,12.71028,-14.14118,101.05240,359.20000,82.94997,0.00000,22.47292,9.88499,3.43111,0,0,0,1,0,0,
	6.22942,12.71028,-14.14118,101.05240,359.30000,82.44997,0.00000,22.47292,9.88499,3.43111,0,0,0,1,0,0,
	6.23697,13.15724,-13.94988,101.13980,359.40010,81.49998,0.00000,22.34791,9.56499,4.37426,0,0,0,1,0,0,
	6.24153,13.15724,-13.94988,101.13980,359.50010,80.79998,0.00000,22.34791,9.56499,4.37426,0,0,0,1,0,0,
	6.24513,13.15724,-13.94988,101.13980,359.55000,80.19998,0.00000,22.34791,9.56499,4.37426,0,0,0,1,0,0,
	6.25300,13.60116,-13.76498,101.24490,359.65010,79.04997,0.00000,22.19584,9.24499,5.25463,0,0,0,1,0,0,
	6.25777,13.60116,-13.76498,101.24490,359.75010,78.29998,0.00000,22.19584,9.24499,5.25463,0,0,0,1,0,0,
	6.26165,13.60116,-13.76498,101.24490,359.80000,77.54998,0.00000,22.19584,9.24499,5.25463,0,0,0,1,0,0,
	6.27000,13.60116,-13.76498,101.24490,359.90010,76.29998,0.00000,22.19584,9.24499,5.25463,0,0,0,1,0,0,
	6.27375,14.03773,-13.58648,101.38020,0.00005,75.64998,0.00000,21.82834,8.92499,6.76218,0,0,0,1,0,0,
	6.28277,14.03773,-13.58648,101.38020,0.15005,74.09998,0.00000,21.82834,8.92499,6.76218,0,0,0,1,0,0,
	6.28725,14.03773,-13.58648,101.38020,0.20005,73.44997,0.00000,21.82834,8.92499,6.76218,0,0,0,1,0,0,
	6.29127,14.03773,-13.58648,101.38020,0.30005,72.84998,0.00000,21.82834,8.92499,6.76218,0,0,0,1,0,0,
	6.29661,14.46618,-13.41438,101.54170,0.40005,71.84998,0.00000,21.42286,8.60499,8.07616,0,0,0,1,0,0,
	6.30102,14.46618,-13.41438,101.54170,0.50005,71.04997,0.00000,21.42286,8.60499,8.07616,0,0,0,1,0,0,
	6.30602,14.46618,-13.41438,101.54170,0.60005,70.29997,0.00000,21.42286,8.60499,8.07616,0,0,0,1,0,0,
	6.31181,14.46618,-13.41438,101.54170,0.70005,69.29997,0.00000,21.42286,8.60499,8.07616,0,0,0,1,0,0,
	6.31516,14.88462,-13.24868,101.72980,0.75005,68.79997,0.00000,20.92175,8.28499,9.40230,0,0,0,1,0,0,
	6.32106,14.88462,-13.24868,101.72980,0.85005,67.64997,0.00000,20.92175,8.28499,9.40230,0,0,0,1,0,0,
	6.32798,14.88462,-13.24868,101.72980,0.95005,66.54996,0.00000,20.92175,8.28499,9.40230,0,0,0,1,0,0,
	6.33156,14.88462,-13.24868,101.72980,1.05005,65.84998,0.00000,20.92175,8.28499,9.40230,0,0,0,1,0,0,
	6.33655,15.29176,-13.08938,101.94300,1.15005,64.89999,0.00000,20.35704,7.96499,10.66177,0,0,0,1,0,0,
	6.34181,15.29176,-13.08938,101.94300,1.20005,64.14998,0.00000,20.35704,7.96499,10.66177,0,0,0,1,0,0,
	6.34502,15.29176,-13.08938,101.94300,1.25005,63.64998,0.00000,20.35704,7.96499,10.66177,0,0,0,1,0,0,
	6.34964,15.29176,-13.08938,101.94300,1.30005,62.84999,0.00000,20.35704,7.96499,10.66177,0,0,0,1,0,0,
	6.35466,15.68793,-12.93648,102.17760,1.40005,61.89997,0.00000,19.80837,7.64499,11.73165,0,0,0,1,0,0,
	6.35976,15.68793,-12.93648,102.17760,1.45005,61.14998,0.00000,19.80837,7.64499,11.73165,0,0,0,1,0,0,
	6.36389,15.68793,-12.93648,102.17760,1.50005,60.54998,0.00000,19.80837,7.64499,11.73165,0,0,0,1,0,0,
	6.37005,15.68793,-12.93648,102.17760,1.60005,59.59998,0.00000,19.80837,7.64499,11.73165,0,0,0,1,0,0,
	6.37586,16.07089,-12.78998,102.43480,1.70005,58.54998,0.00000,19.14799,7.32499,12.85723,0,0,0,1,0,0,
	6.38347,16.07089,-12.78998,102.43480,1.80005,57.49998,0.00000,19.14799,7.32499,12.85723,0,0,0,1,0,0,
	6.39249,16.07089,-12.78998,102.43480,1.90005,55.99998,0.00000,19.14799,7.32499,12.85723,0,0,0,1,0,0,
	6.40870,16.43765,-12.64988,102.71590,2.15005,53.59998,0.00000,18.33811,7.00499,14.05793,0,0,0,1,0,0,
	6.41514,16.79293,-12.51618,103.01260,2.25005,52.74998,0.00000,17.76425,6.68499,14.83630,0,0,0,1,0,0,
	6.42928,16.79293,-12.51618,103.01260,2.50005,50.59998,0.00000,17.76425,6.68499,14.83630,0,0,0,1,0,0,
	6.43897,17.13285,-12.38888,103.32810,2.60005,49.44998,0.00000,16.99558,6.36499,15.77209,0,0,0,1,0,0,
	6.44471,17.13285,-12.38888,103.32810,2.70005,48.54998,0.00000,16.99558,6.36499,15.77209,0,0,0,1,0,0,
	6.44900,17.13285,-12.38888,103.32810,2.75005,47.99998,0.00000,16.99558,6.36499,15.77209,0,0,0,1,0,0,
	6.45701,17.45869,-12.26798,103.65920,2.90005,46.99998,0.00000,16.29211,6.04499,16.55338,0,0,0,1,0,0,
	6.46169,17.45869,-12.26798,103.65920,2.95005,46.19998,0.00000,16.29211,6.04499,16.55338,0,0,0,1,0,0,
	6.47032,17.45869,-12.26798,103.65920,3.10005,45.14998,0.00000,16.29211,6.04499,16.55338,0,0,0,1,0,0,
	6.47600,17.76825,-12.15348,104.00660,3.15005,44.39998,0.00000,15.47792,5.72499,17.37184,0,0,0,1,0,0,
	6.48272,17.76825,-12.15348,104.00660,3.25005,43.39998,0.00000,15.47792,5.72499,17.37184,0,0,0,1,0,0,
	6.48771,17.76825,-12.15348,104.00660,3.35005,42.74998,0.00000,15.47792,5.72499,17.37184,0,0,0,1,0,0,
	6.49292,18.06351,-12.04538,104.36730,3.40005,42.09998,0.00000,14.76285,5.40499,18.03284,0,0,0,1,0,0,
	6.49871,18.06351,-12.04538,104.36730,3.50005,41.24998,0.00000,14.76285,5.40499,18.03284,0,0,0,1,0,0,
	6.50421,18.06351,-12.04538,104.36730,3.60005,40.64998,0.00000,14.76285,5.40499,18.03284,0,0,0,1,0,0,
	6.50878,18.06351,-12.04538,104.36730,3.65005,40.04998,0.00000,14.76285,5.40499,18.03284,0,0,0,1,0,0,
	6.51884,18.34196,-11.94368,104.74200,3.80005,38.69998,0.00000,13.92282,5.08499,18.73896,0,0,0,1,0,0,
	6.52498,18.34196,-11.94368,104.74200,3.90005,37.99998,0.00000,13.92282,5.08499,18.73896,0,0,0,1,0,0,
	6.53075,18.34196,-11.94368,104.74200,4.00005,37.29998,0.00000,13.92282,5.08499,18.73896,0,0,0,1,0,0,
	6.53829,18.60260,-11.84838,105.13040,4.15005,36.34998,0.00000,13.03217,4.76499,19.41746,0,0,0,1,0,0,
	6.54452,18.60260,-11.84838,105.13040,4.25005,35.54998,0.00000,13.03217,4.76499,19.41746,0,0,0,1,0,0,
	6.54784,18.60260,-11.84838,105.13040,4.25005,35.19999,0.00000,13.03217,4.76499,19.41746,0,0,0,1,0,0,
	6.55411,18.84925,-11.75948,105.52860,4.40005,34.39998,0.00000,12.33243,4.44499,19.91107,0,0,0,1,0,0,
	6.56132,18.84925,-11.75948,105.52860,4.50005,33.59998,0.00000,12.33243,4.44499,19.91107,0,0,0,1,0,0,
	6.56741,18.84925,-11.75948,105.52860,4.55005,32.89998,0.00000,12.33243,4.44499,19.91107,0,0,0,1,0,0,
	6.57275,19.08013,-11.67698,105.93700,4.70005,32.14998,0.00000,11.54371,4.12499,20.42131,0,0,0,1,0,0,
	6.57894,19.08013,-11.67698,105.93700,4.80005,31.49998,0.00000,11.54371,4.12499,20.42131,0,0,0,1,0,0,
	6.58259,19.08013,-11.67698,105.93700,4.85005,31.04999,0.00000,11.54371,4.12499,20.42131,0,0,0,1,0,0,
	6.58861,19.08013,-11.67698,105.93700,5.00005,30.29998,0.00000,11.54371,4.12499,20.42131,0,0,0,1,0,0,
	6.59570,19.29263,-11.60088,106.35620,5.10005,29.54998,0.00000,10.62533,3.80499,20.95797,0,0,0,1,0,0,
	6.64666,19.70696,-11.46788,107.20060,6.15005,23.84999,0.00000,10.35814,3.16499,21.10945,0,0,0,1,0,0,
	6.65661,19.87135,-11.41098,107.64170,6.35005,22.79998,0.00000,8.21964,2.84499,22.05487,0,0,0,1,0,0,
	6.66300,19.87135,-11.41098,107.64170,6.50005,22.09998,0.00000,8.21964,2.84499,22.05487,0,0,0,1,0,0,
	6.67482,20.02244,-11.36048,108.08820,6.75005,20.84998,0.00000,7.55424,2.52499,22.32506,0,0,0,1,0,0,
	6.67971,20.02244,-11.36048,108.08820,6.90005,20.24998,0.00000,7.55424,2.52499,22.32506,0,0,0,1,0,0,
	6.68859,20.02244,-11.36048,108.08820,7.10005,19.34998,0.00000,7.55424,2.52499,22.32506,0,0,0,1,0,0,
	6.69231,20.02244,-11.36048,108.08820,7.20005,19.04998,0.00000,7.55424,2.52499,22.32506,0,0,0,1,0,0,
	6.69663,20.14982,-11.31638,108.54290,7.30005,18.44998,0.00000,6.36912,2.20499,22.73428,0,0,0,1,0,0,
	6.70560,20.14982,-11.31638,108.54290,7.55005,17.59998,0.00000,6.36912,2.20499,22.73428,0,0,0,1,0,0,
	6.70875,20.14982,-11.31638,108.54290,7.60005,17.29998,0.00000,6.36912,2.20499,22.73428,0,0,0,1,0,0,
	6.71263,20.26345,-11.27868,109.00180,7.70005,16.94998,0.00000,5.68132,1.88499,22.94851,0,0,0,1,0,0,
	6.71880,20.26345,-11.27868,109.00180,7.85005,16.39998,0.00000,5.68132,1.88499,22.94851,0,0,0,1,0,0,
	6.72212,20.26345,-11.27868,109.00180,7.90005,16.14998,0.00000,5.68132,1.88499,22.94851,0,0,0,1,0,0,
	6.72607,20.26345,-11.27868,109.00180,8.00005,15.84998,0.00000,5.68132,1.88499,22.94851,0,0,0,1,0,0,
	6.73182,20.26345,-11.27868,109.00180,8.15005,15.39998,0.00000,5.68132,1.88499,22.94851,0,0,0,1,0,0,
	6.73943,20.36197,-11.24738,109.46500,8.35005,14.99998,0.00000,4.92622,1.56499,23.15650,0,0,0,1,0,0,
	6.74320,20.36197,-11.24738,109.46500,8.40005,14.89998,0.00000,4.92622,1.56499,23.15650,0,0,0,1,0,0,
	6.74687,20.36197,-11.24738,109.46500,8.45005,14.79998,0.00000,4.92622,1.56499,23.15650,0,0,0,1,0,0,
	6.74953,20.36197,-11.24738,109.46500,8.50005,14.74998,0.00000,4.92622,1.56499,23.15650,0,0,0,1,0,0,
	6.75385,20.45531,-11.22248,109.92950,8.55005,14.69998,0.00000,4.66686,1.24499,23.22478,0,0,0,1,0,0,
	6.75780,20.45531,-11.22248,109.92950,8.60005,14.69998,0.00000,4.66686,1.24499,23.22478,0,0,0,1,0,0,
	6.76137,20.45531,-11.22248,109.92950,8.65005,14.69998,0.00000,4.66686,1.24499,23.22478,0,0,0,1,0,0,
	6.76504,20.45531,-11.22248,109.92950,8.70005,14.69998,0.00000,4.66686,1.24499,23.22478,0,0,0,1,0,0,
	6.76977,20.45531,-11.22248,109.92950,8.75005,14.69998,0.00000,4.66686,1.24499,23.22478,0,0,0,1,0,0,
	6.77398,20.54825,-11.20398,110.39410,8.80006,14.69998,0.00000,4.64690,0.92499,23.23002,0,0,0,1,0,0,
	6.78106,20.54825,-11.20398,110.39410,8.85005,14.79998,0.00000,4.64690,0.92499,23.23002,0,0,0,1,0,0,
	6.78570,20.54825,-11.20398,110.39410,8.90005,14.89998,0.00000,4.64690,0.92499,23.23002,0,0,0,1,0,0,
	6.79282,20.64118,-11.19188,110.85870,8.90006,15.09998,0.00000,4.64690,0.60499,23.23002,0,0,0,0,0,0,
	6.80046,20.64118,-11.19188,110.85870,8.95005,15.39998,0.00000,4.64690,0.60499,23.23002,0,0,0,0,0,0,
	6.80682,20.64118,-11.19188,110.85870,8.95005,15.74998,0.00000,4.64690,0.60499,23.23002,0,0,1,0,0,0,
	6.81586,20.79636,-11.18618,111.30570,8.95006,16.29998,0.00000,7.75864,0.28499,22.35242,0,0,1,0,0,0,
	6.83173,20.79636,-11.18618,111.30570,8.85005,17.59998,0.00000,7.75864,0.28499,22.35242,0,0,1,0,0,0,
	6.84053,20.96608,-11.18688,111.74810,8.80005,18.59998,0.00000,8.48614,-0.03501,22.12164,0,0,1,0,0,0,
	6.84588,20.96608,-11.18688,111.74810,8.80006,19.14998,0.00000,8.48614,-0.03501,22.12164,0,0,1,0,0,0,
	6.85513,21.14790,-11.19398,112.18640,8.75005,20.24998,0.00000,9.09100,-0.35501,21.91160,0,0,1,0,0,0,
	6.86017,21.14790,-11.19398,112.18640,8.75005,21.09998,0.00000,9.09100,-0.35501,21.91160,0,0,1,0,0,0,
	6.86485,21.14790,-11.19398,112.18640,8.70005,21.79998,0.00000,9.09100,-0.35501,21.91160,0,0,1,0,0,0,
	6.87319,21.35008,-11.20748,112.61650,8.70005,23.04998,0.00000,10.10898,-0.67501,21.50444,0,0,1,0,0,0,
	6.87810,21.35008,-11.20748,112.61650,8.70005,23.99998,0.00000,10.10898,-0.67501,21.50444,0,0,1,0,0,0,
	6.88284,21.35008,-11.20748,112.61650,8.70005,24.74998,0.00000,10.10898,-0.67501,21.50444,0,0,1,0,0,0,
	6.89121,21.35008,-11.20748,112.61650,8.70005,26.04998,0.00000,10.10898,-0.67501,21.50444,0,0,1,0,0,0,
	6.89479,21.58391,-11.22738,113.03110,8.70005,26.84998,0.00000,11.69177,-0.99501,20.73075,0,0,1,0,0,0,
	6.90807,21.58391,-11.22738,113.03110,8.70005,28.84998,0.00000,11.69177,-0.99501,20.73075,0,0,1,0,0,0,
	6.91510,21.83811,-11.25368,113.43450,8.75006,30.14998,0.00000,12.70981,-1.31501,20.16992,0,0,1,0,0,0,
	6.92083,21.83811,-11.25368,113.43450,8.75005,31.19998,0.00000,12.70981,-1.31501,20.16992,0,0,1,0,0,0,
	6.92689,21.83811,-11.25368,113.43450,8.80005,32.24998,0.00000,12.70981,-1.31501,20.16992,0,0,1,0,0,0,
	6.93637,22.11622,-11.28638,113.82280,8.95005,34.04998,0.00000,13.90560,-1.63501,19.41544,0,0,1,0,0,0,
	6.94196,22.11622,-11.28638,113.82280,9.00005,35.09998,0.00000,13.90560,-1.63501,19.41544,0,0,1,0,0,0,
	6.94765,22.11622,-11.28638,113.82280,9.05005,36.19997,0.00000,13.90560,-1.63501,19.41544,0,0,1,0,0,0,
	6.95570,22.42089,-11.32548,114.19170,9.20005,37.89998,0.00000,15.23353,-1.95501,18.44354,0,0,1,0,0,0,
	6.96220,22.42089,-11.32548,114.19170,9.30005,38.99997,0.00000,15.23353,-1.95501,18.44354,0,0,1,0,0,0,
	6.96621,22.42089,-11.32548,114.19170,9.35006,39.74997,0.00000,15.23353,-1.95501,18.44354,0,0,1,0,0,0,
